Module,Path,baseline,node22,node20,node18,bun,deno,workerd,wranglerUnenv
,,,22.14.0,4.5.1,1.2.0,2.2.8,d3cd504
fs,default.FileWriteStream,supported,supported,supported,mismatch,unsupported,unsupported
fs,default.R_OK,supported,supported,supported,supported,supported,unsupported
fs,default.ReadStream,supported,supported,supported,supported,supported,unsupported
fs,default.Stats,supported,supported,supported,supported,supported,unsupported
fs,default.W_OK,supported,supported,supported,supported,supported,unsupported
fs,default.WriteStream,supported,supported,supported,supported,supported,unsupported
fs,default.X_OK,supported,supported,supported,supported,supported,unsupported
fs,default.access,supported,supported,supported,supported,supported,unsupported
fs,default.accessSync,supported,supported,stub,supported,supported,unsupported
fs,default.appendFile,supported,supported,supported,supported,supported,unsupported
fs,default.appendFileSync,supported,supported,stub,supported,supported,unsupported
fs,default.chmod,supported,supported,supported,supported,supported,unsupported
fs,default.chmodSync,supported,supported,stub,supported,supported,unsupported
fs,default.chown,supported,supported,supported,supported,supported,unsupported
fs,default.chownSync,supported,supported,stub,supported,supported,unsupported
fs,default.close,supported,supported,stub,supported,supported,unsupported
fs,default.closeSync,supported,supported,stub,supported,supported,unsupported
fs,default.constants.*self*,supported,supported,supported,supported,supported,unsupported
fs,default.constants.COPYFILE_EXCL,supported,supported,supported,supported,supported,unsupported
fs,default.constants.COPYFILE_FICLONE,supported,supported,supported,supported,supported,unsupported
fs,default.constants.COPYFILE_FICLONE_FORCE,supported,supported,supported,supported,supported,unsupported
fs,default.constants.EXTENSIONLESS_FORMAT_JAVASCRIPT,supported,supported,supported,supported,unsupported,unsupported
fs,default.constants.EXTENSIONLESS_FORMAT_WASM,supported,supported,supported,supported,unsupported,unsupported
fs,default.constants.F_OK,supported,supported,supported,supported,supported,unsupported
fs,default.constants.O_APPEND,supported,supported,supported,supported,supported,unsupported
fs,default.constants.O_CREAT,supported,supported,supported,supported,supported,unsupported
fs,default.constants.O_DIRECTORY,supported,supported,supported,supported,supported,unsupported
fs,default.constants.O_DSYNC,supported,supported,supported,supported,supported,unsupported
fs,default.constants.O_EXCL,supported,supported,supported,supported,supported,unsupported
fs,default.constants.O_NOCTTY,supported,supported,supported,supported,supported,unsupported
fs,default.constants.O_NOFOLLOW,supported,supported,supported,supported,supported,unsupported
fs,default.constants.O_NONBLOCK,supported,supported,supported,supported,supported,unsupported
fs,default.constants.O_RDONLY,supported,supported,supported,supported,supported,unsupported
fs,default.constants.O_RDWR,supported,supported,supported,supported,supported,unsupported
fs,default.constants.O_SYMLINK,supported,supported,unsupported,supported,supported,unsupported
fs,default.constants.O_SYNC,supported,supported,supported,supported,supported,unsupported
fs,default.constants.O_TRUNC,supported,supported,supported,supported,supported,unsupported
fs,default.constants.O_WRONLY,supported,supported,supported,supported,supported,unsupported
fs,default.constants.R_OK,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IFBLK,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IFCHR,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IFDIR,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IFIFO,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IFLNK,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IFMT,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IFREG,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IFSOCK,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IRGRP,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IROTH,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IRUSR,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IRWXG,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IRWXO,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IRWXU,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IWGRP,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IWOTH,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IWUSR,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IXGRP,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IXOTH,supported,supported,supported,supported,supported,unsupported
fs,default.constants.S_IXUSR,supported,supported,supported,supported,supported,unsupported
fs,default.constants.UV_DIRENT_BLOCK,supported,supported,supported,supported,supported,unsupported
fs,default.constants.UV_DIRENT_CHAR,supported,supported,supported,supported,supported,unsupported
fs,default.constants.UV_DIRENT_DIR,supported,supported,supported,supported,supported,unsupported
fs,default.constants.UV_DIRENT_FIFO,supported,supported,supported,supported,supported,unsupported
fs,default.constants.UV_DIRENT_FILE,supported,supported,supported,supported,supported,unsupported
fs,default.constants.UV_DIRENT_LINK,supported,supported,supported,supported,supported,unsupported
fs,default.constants.UV_DIRENT_SOCKET,supported,supported,supported,supported,supported,unsupported
fs,default.constants.UV_DIRENT_UNKNOWN,supported,supported,supported,supported,supported,unsupported
fs,default.constants.UV_FS_COPYFILE_EXCL,supported,supported,supported,supported,supported,unsupported
fs,default.constants.UV_FS_COPYFILE_FICLONE,supported,supported,supported,supported,supported,unsupported
fs,default.constants.UV_FS_COPYFILE_FICLONE_FORCE,supported,supported,supported,supported,supported,unsupported
fs,default.constants.UV_FS_O_FILEMAP,supported,supported,supported,supported,supported,unsupported
fs,default.constants.UV_FS_SYMLINK_DIR,supported,supported,supported,supported,supported,unsupported
fs,default.constants.UV_FS_SYMLINK_JUNCTION,supported,supported,supported,supported,supported,unsupported
fs,default.constants.W_OK,supported,supported,supported,supported,supported,unsupported
fs,default.constants.X_OK,supported,supported,supported,supported,supported,unsupported
fs,default.copyFile,supported,supported,supported,supported,supported,unsupported
fs,default.copyFileSync,supported,supported,stub,supported,supported,unsupported
fs,default.cp,supported,supported,supported,supported,supported,unsupported
fs,default.cpSync,supported,supported,stub,supported,supported,unsupported
fs,default.createReadStream,supported,supported,stub,supported,supported,unsupported
fs,default.createWriteStream,supported,supported,stub,supported,supported,unsupported
fs,default.exists,supported,supported,stub,supported,supported,unsupported
fs,default.existsSync,supported,supported,supported,supported,supported,unsupported
fs,default.fchmod,supported,supported,stub,supported,unsupported,unsupported
fs,default.fchmodSync,supported,supported,stub,supported,unsupported,unsupported
fs,default.fchown,supported,supported,stub,supported,unsupported,unsupported
fs,default.fchownSync,supported,supported,stub,supported,unsupported,unsupported
fs,default.fdatasync,supported,supported,stub,supported,supported,unsupported
fs,default.fdatasyncSync,supported,supported,stub,supported,supported,unsupported
fs,default.fstat,supported,supported,stub,supported,supported,unsupported
fs,default.fstatSync,supported,supported,stub,supported,supported,unsupported
